자치구,대여소명,기준년월,대여건수,반납건수
노원구,2912.대진고등학교,202303," 2,036 "," 1,842 "
노원구,2913.상계8동 주민센터,202303," 1,708 "," 1,756 "
노원구,2914.서울과학기술대학교(미래관),202303," 1,235 "," 1,327 "
노원구,2915.서울과학기술대학교(어학교육원),202303," 3,900 "," 3,655 "
노원구,2917.신창중학교 후문 맞은편 버스정류장,202303," 1,162 "," 1,149 "
노원구,2919.등나무 근린공원(시립북서울미술관 앞) ,202303," 4,127 "," 4,166 "
노원구,2920.상계중학교(당현2교사거리),202303," 1,110 "," 1,028 "
노원구,2921.중계역 2번출구,202303," 2,997 "," 3,644 "
노원구,4002. 상계주공 14단지 상가 앞,202303, 983 ," 1,022 "
노원구,4003. 상계초교 입구 교차로 명주빌딩 앞,202303," 1,959 "," 1,983 "
노원구,4004. 당고개입구오거리 당현천변,202303," 1,585 "," 1,583 "
노원구,4005. 중계2차 한화꿈에그린 101동 인근,202303, 957 , 942 
노원구,4007. 노원 을지대학교 병원,202303," 2,328 "," 2,771 "
노원구,4008. 하계 어린이 공원,202303," 2,119 "," 2,032 "
노원구,4009. 월계프라자,202303, 945 , 417 
노원구,4011. 월계 센트럴 아이파크,202303," 1,477 "," 1,871 "
노원구,4013. 중계 롯데마트,202303," 1,997 "," 1,920 "
노원구,4014. 당고개역 3번 출구,202303, 877 , 898 
노원구,4016. 노원 마들스타디움,202303," 1,459 "," 1,458 "
노원구,4017. 월계 청백1단지 아파트 정류장,202303, 683 , 342 
노원구,4018. 상계주공15단지 버스정류소,202303," 1,652 "," 1,655 "
노원구,4019. 상계주공10단지 버스정류소,202303," 1,335 "," 1,248 "
노원구,4020. 중계동 성모빌딩 앞 ,202303," 1,838 "," 1,830 "
노원구,4021. 중계본동 입구,202303, 293 , 111 
노원구,4023. 월계역 1번 출구,202303," 1,176 "," 1,369 "
노원구,4024. 꿈의숲 SK뷰 아파트,202303," 1,841 "," 1,858 "
노원구,4025. 한천교 동편,202303," 1,148 "," 1,258 "
노원구,4026. 상계주공1단지아파트,202303," 1,878 "," 1,870 "
노원구,4027. 한내 행복발전소 옆,202303," 3,174 "," 3,230 "
노원구,4028. 한일유앤아이아파트 105동 인근,202303," 1,270 "," 1,064 "
노원구,4029. 청소년수련관 후문,202303," 3,846 "," 4,178 "
노원구,4031. 청암예술학교 앞,202303," 1,766 "," 1,648 "
노원구,4032. 은행사거리 성모빌딩 앞,202303," 1,428 "," 1,413 "
노원구,4033. 녹천역 4번 출구 옆,202303, 598 , 645 
노원구,4034. 상계근린공원 운동장 앞,202303," 1,009 "," 1,136 "
노원구,4035. 휴플러스 수락한신아파트 101동 앞,202303, 704 , 646 
노원구,4036. 하계역 6번출구,202303," 1,908 "," 2,082 "
노원구,4037. 물넘이교,202303," 2,706 "," 2,485 "
노원구,4039. 서울시 북부여성발전센터,202303, 858 , 789 
노원구,4040. 공릉로 26길,202303," 1,168 "," 1,335 "
노원구,4041. 공릉역3번출구,202303," 2,577 "," 2,718 "
노원구,4042. 상계문화정보도서관,202303, 812 , 797 
노원구,4043. 상계주공13단지 1301동,202303, 371 , 307 
노원구,4044. 공릉산 백세문 입구,202303, 174 , 144 
노원구,4045. 은하수 공원,202303, 641 , 749 
노원구,5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞),202303," 2,508 "," 2,539 "
노원구,5305. 대륜E&S 서울지사 앞,202303, 793 , 838 
노원구,5306. 동신아파트 후문 옆,202303," 4,526 "," 4,804 "
노원구,5308. 상계신동아아파트,202303, 253 , 105 
노원구,5309. 월계 롯데캐슬아파트 뒤,202303, 653 , 767 
노원구,5310. 목련아파트,202303, 977 , 802 
노원구,5311. 주공601동 상가 노원지하보도 앞,202303," 2,386 "," 2,378 "
노원구,5313. 중계주공2단지 앞,202303, 795 , 780 
노원구,5314. 월계1동주민센터 앞,202303, 899 , 889 
노원구,5315. 당고개역 앞,202303, 376 , 315 
노원구,5317. 공릉동 신도1차 아파트 뒤,202303, 935 ," 1,124 "
노원구,5318. 극동의 푸른별 아파트 뒤(중계4동주민센터 앞),202303, 788 , 744 
노원구,5319. 연해피빌 앞,202303," 1,074 "," 1,093 "
노원구,5320. 한국스포츠정책과학원 앞,202303, 310 , 196 
노원구,5321.불암아파트 앞,202303, 861 , 861 
노원구,5322.노원성당 앞,202303, 273 , 262 
도봉구,1702. 녹천역 1번출구 앞,202303, 734 , 814 
도봉구,1703. 도봉산광역환승센터앞 ,202303, 367 , 318 
도봉구,1705. 도봉구청 정문앞,202303," 1,602 "," 1,677 "
도봉구,1706. 방학동우체국 건너편,202303," 1,044 "," 1,036 "
도봉구,1707. 도봉구민회관,202303," 1,611 "," 1,572 "
도봉구,1708. 도봉보건소사거리,202303," 1,781 "," 1,799 "
도봉구,1709. 쌍문역4번출구 주변,202303," 1,242 "," 1,166 "
도봉구,1713. 쌍문동 이안아파트 앞,202303, 663 , 219 
도봉구,1714. 도봉문화정보도서관 삼거리,202303, 496 , 118 
도봉구,1716. 창동역 1번출구 건너편,202303, 990 , 987 
도봉구,1717. 시립창동운동장 입구,202303, 221 , 141 
도봉구,1719. 신도봉사거리 버스정류장,202303, 962 ," 1,027 "
도봉구,1720. 도봉구청 옆(중랑천변),202303," 1,798 "," 1,809 "
도봉구,1721. 창동역 2번출구 ,202303," 4,026 "," 5,003 "
도봉구,1722. 창동청소년수련관,202303, 773 , 682 
도봉구,1723. 방학동학마을도서관,202303, 512 , 503 
도봉구,1725. 창1동주민센터,202303, 676 , 740 
도봉구,1726. 삼익세라믹아파트교차로,202303," 1,162 "," 1,100 "
도봉구,1727. 서울도봉초등학교인근,202303, 527 , 557 
도봉구,1728. 서울북부지방법원,202303, 346 , 287 
도봉구,1729. 도봉한신아파트 버스정류장,202303," 1,202 "," 1,259 "
도봉구,1730. 도봉산역 교차로 앞,202303, 231 , 263 
도봉구,1731. 도봉고등학교 맞은편,202303, 26 , 16 
도봉구,1732. 방학역사거리,202303, 643 , 739 
도봉구,1733. 방학사거리 (봄마당 앞),202303, 921 , 893 
도봉구,1734. 쌍문현대1차아파트 108동 앞,202303," 1,010 ", 722 
도봉구,"1735. 도봉역 1,2번 출구사이 건너편",202303," 1,042 ", 972 
도봉구,1736. 버스정류장 앞,202303, 615 , 498 
도봉구,1737. 신창시장,202303," 2,060 "," 2,345 "
도봉구,1738. 창동주공17단지 상가앞,202303," 1,912 "," 1,982 "
도봉구,1741. 제일강산수산입구,202303," 1,435 "," 1,231 "
도봉구,1742. 북한산 코오롱 하늘채,202303," 2,374 "," 2,444 "
도봉구,1743.창동19단지아파트 관리사무소앞,202303," 1,356 "," 1,373 "
도봉구,1744.도봉소방서 옆,202303," 2,377 "," 2,471 "
도봉구,1748. 방학역 1번출구,202303, 651 , 697 
도봉구,1749. ESA아파트 상가 앞,202303," 1,318 "," 1,408 "
도봉구,1750. 창포원 남쪽 입구,202303, 796 , 925 
도봉구,1751. 창원초등학교 교차로,202303, 940 , 891 
도봉구,1752. 창동 주공 4단지 입구 옆,202303," 1,043 "," 1,195 "
도봉구,1754. 창동시장입구 사거리,202303, 918 , 905 
도봉구,1756.서울북부광역등기국,202303, 371 , 335 
도봉구,1759.서울북부지방법원 앞,202303, 617 , 597 
도봉구,1761.방학중학교 앞,202303, 475 , 376 
도봉구,1762.북한산 한신휴플러스APT앞,202303," 2,047 "," 1,740 "
도봉구,1765.쌍문역 1번출구 주변,202303," 1,428 "," 1,416 "
도봉구,1767.방학초등학교 앞,202303," 1,424 "," 1,709 "
도봉구,1768.신동아타워 버스정류소,202303, 587 , 616 
도봉구,1770.도봉한신아파트 주변,202303, 773 , 793 
도봉구,1771.성원APT버스정류소,202303, 895 , 710 
도봉구,1772.시립도봉노인복지관 버스정류소,202303, 828 , 746 
도봉구,1774.정의여중고 버스정류소,202303, 582 , 575 
도봉구,1775.신원리베르텔 앞,202303, 987 , 993 
도봉구,4054. 창동한신아파트 버스정류소,202303, 867 , 666 
도봉구,4058. 다락원체육공원 전망대 입구,202303, 557 , 662 
도봉구,4062. 평화도봉공원 주변,202303," 1,243 "," 1,243 "
도봉구,4064. 신창아파트 입구 앞,202303, 414 , 417 
도봉구,4065. 창동역 1번출구 앞,202303," 3,672 "," 3,967 "
도봉구,4073.방아골종합사회복지관,202303, 856 , 752 
도봉구,4074. 도봉구육아종합지원센터(창동),202303, 944 ," 1,280 "
도봉구,4076. 도봉통합복지센터 뒤 중랑천 변,202303," 1,629 "," 1,812 "
도봉구,4077. 도봉제1교,202303," 1,453 "," 1,729 "
도봉구,4078. 원당공원 앞,202303," 1,153 "," 1,207 "
도봉구,4080. 창동주공19단지앞 ,202303," 1,494 "," 1,486 "
도봉구,4083.도봉아이나라도서관 앞,202303," 1,011 "," 1,017 "
도봉구,4084. 도봉동실내스포츠센터,202303, 779 , 725 
도봉구,4086. 도봉로 534,202303, 389 , 284 
도봉구,4087. 우이교 교차로,202303," 2,058 "," 2,147 "
도봉구,4088. 김근태도서관,202303, 499 , 303 
도봉구,4089. 동부센트레빌 앞,202303," 1,028 "," 1,166 "
도봉구,4090. 녹천교 앞 사거리,202303, 956 , 946 
도봉구,4091. 방학역2번출구,202303, 868 , 867 
도봉구,4092. 도봉경찰서 교차로,202303," 1,400 "," 1,376 "
도봉구,4093. 창동동아청솔정문 건너편,202303, 561 , 520 
도봉구,4094.도봉여성센터,202303, 205 , 219 
동대문구,4102. 휘경1동주민센터 앞,202303, 974 ," 1,000 "
동대문구,4103. 휘경sk뷰아파트 앞,202303, 666 , 643 
동대문구,4104. 외대앞역 교차로,202303," 1,746 "," 1,761 "
동대문구,4105. 서울교통공사사거리 교통섬,202303," 1,320 "," 1,340 "
동대문구,4107. 장안동근린공원 입구,202303," 1,028 "," 1,127 "
동대문구,4108. 답십리파크자이아파트 앞,202303," 2,877 "," 3,326 "
동대문구,4110. 용두롯데캐슬리치아파트 앞,202303," 1,688 "," 1,551 "
동대문구,4113. 한국국방연구원 앞,202303," 1,425 "," 1,521 "
동대문구,4114. 휘경여중고삼거리,202303," 1,646 "," 1,797 "
동대문구,4116. 이문e편한세상아파트 앞,202303, 683 , 818 
동대문구,4117. 휘경119안전센터 앞,202303," 1,199 "," 1,209 "
동대문구,4121. 서울문화재단 앞,202303," 2,006 "," 2,048 "
동대문구,4122. 청계9가교차로 앞,202303," 3,136 "," 3,318 "
동대문구,4123. 배봉초교 교차로,202303," 1,198 "," 1,230 "
동대문구,4125. 회기역 2-①번출구,202303," 2,725 "," 2,716 "
동대문구,4128.  종암초등학교 뒤(새울센스빌),202303, 487 , 452 
동대문구,4131. 베네스트 오피스텔 앞,202303, 845 , 750 
동대문구,4132. 이문삼익아파트 앞,202303, 278 , 249 
동대문구,4133.래미안허브리츠아파트 앞,202303, 614 , 576 
동대문구,4134. 제기동 현대아파트 앞,202303, 519 , 441 
동대문구,600. 휘경2동 주민센터,202303, 520 , 481 
동대문구,601. 용신동주민센터,202303, 942 , 982 
동대문구,602. 장안동 사거리,202303," 4,645 "," 4,974 "
동대문구,605. 신설동역8번출구,202303," 1,645 "," 1,748 "
동대문구,606. 휘경공고앞,202303, 591 , 646 
동대문구,607. 신이문역 2번출구,202303, 838 ," 1,010 "
동대문구,608. 전농삼성아파트,202303, 374 , 349 
동대문구,609. 제기2교,202303," 1,874 "," 1,955 "
동대문구,610. 동대문중 교차로,202303," 1,424 "," 1,385 "
동대문구,612. 시립동부병원 앞 사거리,202303," 2,777 "," 2,858 "
동대문구,613. 신설동역 10번출구 앞,202303," 2,938 "," 2,986 "
동대문구,614. 용두동 사거리,202303," 2,781 "," 2,682 "
동대문구,615. 용두동 래미안허브리츠아파트 앞,202303," 1,646 "," 1,629 "
동대문구,616. 서울시립대 앞,202303, 258 , 139 
동대문구,617. 청솔우성아파트 앞,202303," 1,609 "," 1,813 "
동대문구,621. 동대문중학교 옆,202303, 672 , 546 
동대문구,622. 전농사거리 교통섬,202303," 1,521 "," 1,651 "
동대문구,623. 서울시립대 정문 앞,202303," 2,719 "," 1,669 "
동대문구,624. 전농동 동아아파트 앞,202303," 1,605 "," 1,873 "
동대문구,626. 군자교 서측 녹지대,202303," 2,355 "," 2,379 "
동대문구,627. 장안동삼거리 교통섬,202303," 1,397 "," 1,511 "
동대문구,628. 휘봉고등학교 앞,202303," 1,117 "," 1,178 "
동대문구,630. 동대문구 보건소,202303," 2,768 "," 2,800 "
동대문구,631. 답십리역 1번출구,202303," 4,397 "," 4,617 "
동대문구,633. 청량리 기업은행 앞,202303," 3,464 "," 3,894 "
동대문구,634. 외국어대 정문 앞,202303," 3,853 "," 3,830 "
동대문구,635. 시조사 앞,202303," 1,819 "," 1,743 "
동대문구,636. 세종대왕기념관 교차로,202303, 740 , 724 
동대문구,637. KAIST 경영대학 앞,202303," 1,556 "," 1,243 "
동대문구,638. 서울시립대 정보기술관,202303, 885 , 741 
동대문구,639. 서울시립대 후문,202303, 703 , 532 
동대문구,640. 동대문경찰서 교차로,202303," 1,266 "," 1,448 "
동대문구,641. 용두역 4번출구,202303," 3,262 "," 3,461 "
동대문구,642. 신답역 사거리,202303," 2,088 "," 2,091 "
동대문구,643. 동대문구민체육센터 (육교아래),202303," 2,793 "," 3,040 "
동대문구,646. 장한평역 1번출구,202303," 5,876 "," 7,023 "
동대문구,647. 신이문역 1번출구,202303," 1,204 "," 1,257 "
동대문구,648. 장안동위더스빌옆,202303," 3,471 "," 3,501 "
동대문구,650. 중랑교사거리,202303," 1,795 "," 1,528 "
동대문구,652. 답십리 래미안엘파인아파트 입구,202303, 765 , 776 
동대문구,654. 전농동 텃골공원,202303, 914 , 742 
동대문구,656. 영휘원 교차로,202303," 1,187 "," 1,200 "
동대문구,657. 동대문롯데캐슬아파트 앞,202303," 1,883 "," 1,896 "
동대문구,659. 제기역1번출구,202303," 2,979 "," 2,890 "
동대문구,660. 동의보감타워,202303," 2,343 "," 2,409 "
동대문구,661. 경희대학교 청운관,202303," 1,618 "," 1,672 "
동대문구,663. 외대앞역 4번출구,202303," 1,707 "," 1,726 "
동대문구,664. 서울시립대 건설공학관,202303, 906 , 747 
동대문구,665.이문동 쌍용아파트 정문,202303," 1,100 "," 1,182 "
동대문구,666.이문대성유니드아파트 앞,202303, 920 , 966 
동대문구,667.청량차도 육교 밑,202303, 634 , 453 
동대문구,668.서울축산농협(장안지점),202303," 4,063 "," 4,238 "
동대문구,669.청계한신휴플러스앞 삼거리,202303," 1,579 "," 1,712 "
동대문구,670.삼육서울병원 버스정류장,202303," 3,127 "," 3,156 "
동대문구,671.대광빌딩,202303, 864 , 831 
동대문구,672.대광고등학교,202303, 917 , 934 
동대문구,673.안암골벽산아파트(후문),202303," 1,165 "," 1,152 "
동대문구,674.고대앞사거리 교통섬,202303," 1,875 "," 1,882 "
동대문구,676.FITI시험연구원 앞,202303, 770 , 773 
동대문구,678.장안힐스테이트(아) 앞,202303," 2,450 "," 2,696 "
동대문구,679.전농SK아파트 앞,202303, 407 , 372 
동대문구,680.꿈마루어린이도서관 앞,202303," 2,781 "," 2,713 "
동대문구,681.서울특별시 동부교육지원청(육교),202303, 325 , 294 
동작구,2002. 노들역 1번출구,202303," 3,779 "," 4,369 "
동작구,2003. 사육신공원앞,202303," 1,370 "," 1,477 "
동작구,2007. 유한양행앞,202303," 1,557 "," 1,645 "
동작구,2008. 노량진근린공원 대방공원,202303, 774 , 429 
동작구,2009. 보라매역 8번출구,202303," 1,056 "," 1,065 "
동작구,2012. 대림사거리(동작상떼빌아파트),202303," 1,175 "," 1,209 "
동작구,2013. 장승배기역 5번출구,202303," 1,963 "," 1,699 "
동작구,2015. 신대방삼거리역 6번출구쪽,202303," 2,965 "," 3,217 "
동작구,2020. 장승배기역2번출구뒷편쪽,202303, 940 , 941 
동작구,2024. 상도역 1번출구,202303, 523 , 480 
동작구,2025. 흑석역 1번출구,202303," 3,717 "," 3,857 "
동작구,2026. 흑석역 4번출구,202303, 627 , 629 
동작구,2027. 중앙대학교 정문 1,202303, 778 , 763 
동작구,2032. 이수역 11번출구쪽,202303," 1,994 "," 2,165 "
동작구,2033. 사당동 아르테스 웨딩앞,202303," 1,133 "," 1,142 "
동작구,2034. 사당역 7번출구쪽,202303, 803 , 806 
동작구,2036. 정금마을 마을버스정류장,202303, 826 , 837 
동작구,2037. 동작역 5번출구 동작주차공원,202303," 1,028 ", 954 
동작구,2038. 동작역 7번출구,202303, 252 , 255 
동작구,2040. 비계 버스정류소,202303, 174 , 130 
동작구,2041. 사당중학교 버스정류소,202303, 192 , 183 
동작구,2048. 삼일초등학교 인근,202303, 466 , 440 
동작구,2050. 노량진역 5번출구,202303," 3,383 "," 4,001 "
동작구,2054. 삼익아파트,202303," 1,542 "," 1,549 "
동작구,2056. 동작구민 체육센터,202303," 1,575 "," 1,417 "
동작구,2057. 상도 아이파크 아파트,202303, 518 , 194 
동작구,2058. 동작경찰서,202303," 2,654 "," 3,081 "
동작구,2059. 보라매공원 정문,202303," 1,671 "," 1,814 "
동작구,2060. 남성역3번출구 뒤,202303," 1,668 "," 1,783 "
동작구,2061. 한강 현대아파트 건너편,202303, 57 , 40 
동작구,2062. 사당새마을금고,202303, 413 , 411 
동작구,2064. 흑석한강푸르지오 106동앞,202303, 60 , 45 
동작구,2065. 서울시여성가족재단,202303, 588 , 587 
동작구,2066. 양문교회 앞,202303," 1,039 "," 1,080 "
동작구,2067. 보라매역?동작세무서 버스정류장(강남중학교방면),202303," 1,648 "," 1,695 "
동작구,2068. 총신대 앞(육교),202303, 120 , 77 
동작구,2069. 숭실대 입구역3번 출구 앞,202303, 659 , 617 
동작구,2070. 노량진역 2번 출구 앞,202303," 1,816 "," 2,050 "
동작구,2071. 대림아파트 후문 상가 옆,202303, 379 , 183 
동작구,2077.노들역 3번출구,202303," 1,447 "," 1,524 "
동작구,2078.흑석 아크로리버하임(103동),202303, 101 , 38 
동작구,2079.중앙대학교 중앙광장,202303, 159 , 158 
동작구,2080. 대방지하보도(대방동경남아너스빌아파트),202303," 1,768 "," 1,913 "
동작구,2082.7호선 이수역7번출구,202303," 1,091 "," 1,084 "
동작구,2083.흑석롯데캐슬에듀포레(107동),202303, 359 , 340 
동작구,2084.e편한세상 상도노빌리티 앞,202303, 948 , 594 
동작구,2085.강남중학교 앞,202303," 1,295 "," 1,193 "
동작구,2086.삼일수영장 앞,202303, 940 , 808 
동작구,2088.상도중앙하이츠빌 입구,202303, 498 , 437 
동작구,2089.사당역10번출구(금강빌딩),202303," 1,168 "," 1,348 "
동작구,2090.기아자동차 사당점 앞,202303," 1,248 "," 1,302 "
동작구,2091. 이수역9번출구,202303," 1,151 "," 1,127 "
동작구,2092.흑석한강푸르지오(110동),202303, 113 , 15 
동작구,2093.상도SH빌아파트 입구,202303, 63 , 30 
동작구,2094.숭실대학교(중문) ,202303, 158 , 60 
동작구,2095.경문고등학교 앞,202303, 907 ," 1,112 "
동작구,2096.서울특별시 동작관악교육지원청,202303, 150 , 42 
동작구,237. 보라매 두산위브 건너편,202303," 1,899 "," 1,885 "
동작구,4152. 상도효성해링턴플레이스,202303, 727 , 523 
동작구,4153. 흑석동효사정앞,202303, 228 , 173 
동작구,4158. 노량진근린공원,202303, 365 , 128 
동작구,4162. 노량진1동 청소년독서실,202303, 483 , 86 
동작구,4167. 구로교 아래,202303," 1,781 "," 1,458 "
동작구,4169. 신대방삼거리,202303," 2,163 "," 2,355 "
동작구,4171. 우성아파트 앞,202303," 2,899 "," 3,385 "
동작구,4173. 중대후문 마을버스정류장,202303, 712 , 712 
동작구,4175. 대방역2번출구,202303," 1,201 "," 1,309 "
동작구,4177. 롯데캐슬 101동 앞,202303, 297 , 254 
동작구,4178. 이수성결교회 옆,202303, 156 , 148 
동작구,4179. 보라매병원역 1번출구,202303," 4,026 "," 4,200 "
동작구,4180. 흑석동주민센터 입구,202303, 307 , 324 
동작구,4181. 보라매공원역 2번출구,202303," 1,081 "," 1,064 "
마포구,102. 망원역 1번출구 앞,202303," 3,811 "," 4,192 "
마포구,103. 망원역 2번출구 앞,202303," 2,905 "," 3,556 "
마포구,104. 합정역 1번출구 앞,202303," 2,208 "," 1,691 "
마포구,105. 합정역 5번출구 앞,202303," 1,229 "," 1,047 "
마포구,106. 합정역 7번출구 앞,202303," 4,099 "," 4,048 "
마포구,107. 신한은행 서교동지점,202303," 2,073 "," 2,642 "
마포구,108. 서교동 사거리,202303," 2,054 "," 2,085 "
마포구,109. 제일빌딩 앞,202303," 1,622 "," 1,682 "
마포구,111. 상수역 2번출구 앞,202303," 1,385 "," 1,355 "
마포구,112. 극동방송국 앞,202303," 1,572 "," 1,581 "
마포구,113. 홍대입구역 2번출구 앞,202303," 6,033 "," 7,622 "
마포구,114. 홍대입구역 8번출구 앞,202303," 2,759 "," 2,769 "
마포구,118. 광흥창역 2번출구 앞,202303, 935 , 945 
마포구,119. 서강나루 공원,202303," 1,713 "," 1,881 "
마포구,120. 신수동 사거리,202303, 487 , 473 
마포구,121. 마포소방서 앞,202303, 797 , 848 
마포구,122. 신성기사식당 앞,202303, 893 , 884 
마포구,124. 서강대 정문 건너편,202303," 1,230 ", 962 
마포구,125. 서강대 남문 옆,202303," 1,390 "," 1,414 "
마포구,126. 서강대 후문 옆,202303," 1,303 "," 1,298 "
마포구,127. 현대벤처빌 앞,202303, 402 , 350 
마포구,129. 신촌역(2호선) 6번출구 옆,202303, 999 , 990 
마포구,130. 신촌역(2호선) 7번출구 앞,202303," 2,810 "," 2,825 "
마포구,142. 아현역 4번출구 앞,202303, 731 , 727 
마포구,143. 공덕역 2번출구,202303," 1,273 "," 1,306 "
마포구,144. 공덕역 8번출구,202303," 2,883 "," 3,398 "
마포구,145. 공덕역 5번출구,202303," 1,346 "," 1,712 "
마포구,146. 마포역 2번출구 뒤,202303," 2,938 "," 3,189 "
마포구,147. 마포역 4번출구 뒤,202303," 3,435 "," 4,288 "
마포구,148. 용강동 주민센터 앞,202303," 1,817 "," 1,965 "
마포구,150. 서강대역 2번출구 앞,202303," 1,641 "," 1,657 "
마포구,153. 성산2교 사거리,202303," 2,505 "," 2,484 "
마포구,154. 마포구청역 ,202303," 2,887 "," 3,481 "
마포구,155. 가좌역1 번출구 앞,202303," 1,616 "," 1,513 "
마포구,156. 서울서부지방법원 앞,202303," 1,076 "," 1,257 "
마포구,157. 애오개역 4번출구 앞,202303," 1,898 "," 1,887 "
마포구,181. 망원초록길 입구,202303," 1,632 "," 1,652 "
마포구,182. 망원2빗물펌프장 앞,202303," 1,486 "," 1,505 "
마포구,183. 하늘채코오롱아파트 건너편,202303," 2,869 "," 2,618 "
마포구,184. 7번가피자 서교망원점,202303," 2,931 "," 3,359 "
마포구,185. 마포 신수공원 앞,202303," 1,129 ", 914 
마포구,186. 월드컵공원,202303," 2,698 "," 2,667 "
마포구,199. 서울 월드컵 경기장,202303," 1,032 ", 634 
마포구,3002.벽산상암스마트큐브 ,202303," 3,235 "," 3,200 "
마포구,3003.래미안신공덕3차아파트,202303, 117 , 55 
마포구,3005.마포구청 청사내,202303, 349 , 338 
마포구,3006. 상암월드컵파크5단지(상암중학교),202303, 620 , 596 
마포구,3007.MBC 앞,202303, 880 , 886 
마포구,3008.DMC역7번출구,202303, 806 , 670 
마포구,3009.서교동사거리(신),202303," 2,104 "," 2,284 "
마포구,3010.홍대입구역 3번출구,202303," 4,649 "," 4,794 "
마포구,400. 상암한화오벨리스크 1차 앞,202303," 1,382 "," 1,307 "
마포구,401. 상암월드컵파크 10단지 앞,202303," 1,088 "," 1,074 "
마포구,402. 상암월드컵파크 9단지 앞,202303, 783 , 784 
마포구,403. 부엉이공원 앞,202303," 1,053 ", 640 
마포구,405. DMC빌 앞,202303, 774 , 770 
마포구,406. 상암월드컵파크 7단지 앞,202303, 673 , 680 
마포구,407. 마포구 육아종합지원센터,202303, 771 , 764 
마포구,408. LG CNS앞,202303," 1,196 "," 1,159 "
마포구,409. 누리꿈스퀘어 옆,202303," 2,624 "," 2,627 "
마포구,410. 상암중학교 옆,202303, 372 , 284 
마포구,411. DMC홍보관,202303," 1,705 "," 1,809 "
마포구,412. DMC산학협력연구센터 앞,202303," 1,601 "," 1,605 "
마포구,413. 상암월드컵파크 3단지 후문,202303, 745 , 665 
마포구,414. 상암동주민센터 옆,202303," 2,211 "," 2,247 "
마포구,415. DMC역 9번출구 앞,202303," 3,085 "," 2,972 "
마포구,416. 상암월드컵파크 1단지 교차로,202303," 1,072 ", 625 
마포구,417. DMC역 2번출구 옆,202303," 2,452 "," 2,019 "
마포구,418. 월드컵경기장역 3번출구 옆,202303," 2,946 "," 2,831 "
마포구,419. 홈플러스 앞,202303," 3,375 "," 2,974 "
마포구,420. 서울시 공공자전거 상암센터,202303," 1,243 "," 1,025 "
마포구,4202. 프런트원(공덕역4번출구 앞),202303, 942 ," 1,020 "
마포구,4206. 광흥창역5번출구,202303, 735 , 700 
마포구,4207. 아만티호텔 앞,202303, 608 , 641 
마포구,4208. 스타벅스(동교동) 앞,202303, 990 ," 1,158 "
마포구,421. 마포구청 앞,202303," 2,387 "," 2,416 "
마포구,4210. 가좌행복주택 앞,202303," 1,550 "," 1,449 "
마포구,4211. 시석빌딩 앞,202303, 997 , 992 
마포구,4212. 한화오벨리스크 앞,202303, 872 , 785 
마포구,4213. 마포구중앙도서관 정문 앞,202303," 2,971 "," 2,708 "
마포구,4214. JTBC 앞,202303," 1,306 "," 1,311 "
마포구,4216. 망원정 앞,202303, 989 ," 1,034 "
마포구,4217. 한강공원 망원나들목,202303," 12,849 "," 14,607 "
마포구,4218. 디지털매직스페이스,202303," 2,283 "," 2,302 "
마포구,422. 문화비축기지,202303, 246 , 245 
마포구,4220. 신촌 청년주택,202303," 1,992 "," 2,033 "
마포구,4221. 솔리스타오피스텔(공덕동주민센터),202303, 869 , 204 
마포구,4222. 서울디자인고등학교 앞,202303," 1,393 "," 1,586 "
마포구,4224. 서부운전면허시험장,202303, 979 , 994 
마포구,4226. 마포프레스티지자이 1,202303, 917 , 910 
마포구,4233. 코오롱아파트사거리,202303," 3,350 "," 3,501 "
마포구,4234. 에스테반,202303, 576 , 325 
마포구,4238. 상암한샘빌딩앞,202303," 1,312 "," 1,296 "
마포구,424. 롯데하이마트 (상암월드컵점) ,202303, 669 , 605 
마포구,4240. 아현문화건강센터,202303, 186 , 31 
마포구,4244. 당인리발전소 공원 앞,202303," 1,309 "," 1,358 "
마포구,4246. 상수역새마을금고,202303, 732 , 722 
마포구,4247. 서울서부지방법원등기국앞,202303, 500 , 486 
마포구,4248. 신촌 교보빌딩,202303, 493 , 480 
마포구,425. DMC첨단산업센터,202303, 677 , 675 
마포구,4251. 공덕역 경의선숲길 커뮤니티센터,202303, 691 , 646 
마포구,426. 서울신용보증재단,202303," 1,539 "," 1,578 "
마포구,427. 성산시영아파트,202303," 1,379 "," 1,459 "
마포구,432. 마포중앙도서관,202303, 501 , 103 
마포구,436. 이대역 5번출구,202303, 802 , 302 
마포구,437. 대흥역 1번출구,202303," 1,292 "," 1,310 "
마포구,438. 성산2-1 공영주차장,202303," 1,940 "," 1,661 "
마포구,440. 하늘공원 입구,202303, 948 , 850 
마포구,487.신석초교앞 교차로 교통섬,202303," 2,119 "," 2,535 "
마포구,488.푸르메병원,202303," 1,420 "," 1,466 "
마포구,489.구룡근린공원,202303, 302 , 220 
마포구,490.가온문화공원,202303," 1,622 "," 1,690 "
마포구,491.월드컵파크 4단지,202303, 491 , 446 
마포구,492.성산시영아파트 후문,202303," 1,627 "," 1,667 "
마포구,493.홍대입구역 6번출구,202303," 2,298 "," 2,320 "
마포구,494.신수동주민센터,202303, 429 , 406 
마포구,495.염리초등학교 앞,202303," 1,356 "," 1,513 "
마포구,497.합정동주민센터 앞,202303," 3,040 "," 2,411 "
