대여소 그룹,팀명,대여소 명,대여 건수
송파구,학여울2팀,2634.위례포레샤인아파트 2318동,1113
은평구,상암3팀,4671. 청구성심병원 앞,1113
영등포구,영남3팀,285. 대림3동사거리(하나은행),1115
서대문구,상암2팀,177. 북가좌 초등학교,1118
마포구,상암1팀,402. 상암월드컵파크 9단지 앞,1119
성동구,중랑2팀,3558.마장동 금호어울림APT앞,1120
서초구,이수3팀,2542.신논현타워 앞,1121
광진구,중랑1팀,3508. 화양사거리,1123
강서구,개화2팀,1130. 화곡본동시장 버스정류장,1123
영등포구,영남3팀,4589. KRX한국거래소(1),1124
중랑구,중랑3팀,4808. 신내2동 주민센터 앞,1125
노원구,도봉1팀,1628. 노일초등학교 앞,1126
관악구,영남2팀,2144. 난우길입구,1127
노원구,도봉2팀,1641. 한내근린공원 남측,1128
송파구,학여울2팀,1266. 문정동 글샘 공원,1128
서대문구,상암1팀,3113.독립문역사거리,1129
강동구,천호1팀,1025. 상일초등학교,1129
도봉구,도봉3팀,4083.도봉아이나라도서관 앞,1130
용산구,세종로3팀,843. 녹사평역 광장,1132
서초구,이수1팀,2537.양재역 8번출구 앞,1132
송파구,학여울2팀,4886. 배명고등학교 건너편,1132
강남구,이수3팀,2421. 신논현역 4번출구,1133
성북구,훈련원2팀,1303. 돈암초교 입구,1133
구로구,천왕1팀,2819.하늘숲초등학교 앞,1135
강남구,학여울2팀,3623. 일원에코파크 앞(개포로 방면),1136
구로구,천왕1팀,1936. 개봉역 1번 출구 자전거보관서쪽,1137
마포구,상암1팀,118. 광흥창역 2번출구 앞,1138
영등포구,영남3팀,4563. 여의도 은하아파트,1141
서대문구,상암1팀,135. 명물길 원형무대 앞,1142
마포구,상암1팀,4206. 광흥창역5번출구,1144
양천구,개화4팀,733. 신정이펜하우스314동,1144
노원구,도봉1팀,1696.수락리버시티4단지,1147
양천구,개화4팀,713. 양서중학교 옆,1147
성북구,훈련원2팀,1343. 한성대7번출구 앞,1149
금천구,천왕3팀,1828. 한양수자인아파트 앞,1151
강북구,도봉4팀,1519. 세븐일레븐 수유장미원점 앞,1152
금천구,천왕3팀,1829. 홈플러스 금천점 앞,1152
성동구,중랑2팀,506. 금호 어울림 아파트 앞,1154
동대문구,훈련원4팀,639. 서울시립대 후문,1154
성북구,훈련원2팀,1358. 정릉도서관 앞,1154
도봉구,도봉3팀,1775.신원리베르텔 앞,1155
성북구,훈련원2팀,4411. 동산어린이공원 앞,1156
중구,훈련원1팀,336. 티마크 호텔 앞,1156
강남구,이수3팀,2409. 역삼동 디오슈페리움 (우성아파트 사거리),1160
마포구,상암1팀,407. 마포구 육아종합지원센터,1161
영등포구,영남1팀,4588.양남사거리2,1164
강남구,학여울1팀,2314. 청담나들목입구,1164
마포구,상암1팀,4202. 프런트원(공덕역4번출구 앞),1165
마포구,상암1팀,416. 상암월드컵파크 1단지 교차로,1166
은평구,상암3팀,4653. 불광역 9번 출구 맞은편,1166
성북구,훈련원2팀,4414. 안암역 3번 출구,1168
관악구,이수2팀,2167. 낙성대역 1번출구,1170
중구,훈련원1팀,476.광희문,1170
노원구,도봉1팀,1634. 당고개공원 대여소,1170
도봉구,도봉3팀,"1735. 도봉역 1,2번 출구사이 건너편",1170
관악구,영남2팀,2145. 은천초등학교 육교,1171
성북구,훈련원2팀,1373. 성북구보건소 건너편,1171
서대문구,상암1팀,3104. e편한세상 신촌4단지 앞,1171
서대문구,상암1팀,115. 마스타 빌딩 앞,1171
송파구,천호2팀,2654.올림픽선수촌아파트 136동 앞,1172
서초구,이수3팀,2215. 반포종합운동장 입구,1172
송파구,학여울2팀,4480. 가락시장 남1문 사거리,1176
동작구,이수2팀,2036. 정금마을 마을버스정류장,1176
강동구,천호1팀,1026. 대명초교 입구 교차로,1177
서초구,이수3팀,2239.교대역 6번출구,1177
종로구,세종로1팀,349. 사직동주민센터,1177
동작구,이수2팀,2026. 흑석역 4번출구,1178
중랑구,중랑3팀,1457. 동원사거리,1178
용산구,세종로3팀,4615. 크라운호텔앞 버스정류소,1180
송파구,학여울2팀,4456. 위례포레샤인 2310동 부근,1181
노원구,도봉1팀,4002. 상계주공 14단지 상가 앞,1181
송파구,학여울2팀,2657.송파 파인타운 11단지,1181
중구,훈련원1팀,430. KEB하나은행 장충동지점,1182
마포구,상암1팀,4212. 한화오벨리스크 앞,1182
도봉구,도봉3팀,4054. KT프라자도봉점 맞은편,1185
강서구,개화4팀,1145. 곰달래 문화복지센터 1-2,1186
서초구,이수2팀,4318. 방배역 2번 출구,1188
강북구,도봉4팀,1536. 번동 두산위브 101동 옆,1188
양천구,개화4팀,759. 보아스아파트 앞,1189
성북구,훈련원2팀,1388. 돈암초교입구 버스정류장(한성대입구역 방면),1190
금천구,천왕2팀,1839. 수출의 다리 아래,1193
영등포구,영남3팀,299.여의도 순복음교회,1193
중구,세종로2팀,4778. 대신파이낸스센터,1194
강북구,도봉4팀,3718. 번동 SK LPG 충전소,1195
중랑구,중랑3팀,1405. 망우역 1번출구,1196
성북구,훈련원2팀,1361. 홍익중고 입구,1196
중구,훈련원1팀,372. 약수역 3번출구 뒤,1200
중구,세종로2팀,324. 신세계백화점 본점 앞,1201
성북구,훈련원2팀,1360. 정릉역,1202
성북구,훈련원2팀,1326. 상월곡역 1번출구,1202
관악구,영남2팀,2174. 삼성디지털프라자관악점,1203
강북구,도봉4팀,1568.4.19민주묘지 입구사거리,1204
성동구,중랑2팀,4370. 서울숲IT캐슬 앞,1204
용산구,세종로3팀,4634. 이태원역 3번 출구,1206
서대문구,상암1팀,140. 이화여대 후문,1207
구로구,천왕1팀,2820.신세기아파트 앞,1209
서초구,이수3팀,2213. 고속터미널역 5번출구 앞,1209
성동구,중랑2팀,520. 상왕십리역 4번 출구 앞,1211
종로구,세종로2팀,4707. 청계3가 사거리,1212
양천구,개화4팀,777.신월6차보람아파트 앞,1212
금천구,천왕3팀,1821. 홈플러스 시흥점 맞은편 다비치안경 앞,1212
송파구,천호2팀,1230. 송파중학교 정문,1213
동작구,이수2팀,2027. 중앙대학교 정문 1,1215
강서구,개화1팀,3787. 가양나들목,1215
강동구,천호1팀,3658. 프라이어팰리스아파트,1215
종로구,세종로1팀,3405.파크팰리스,1216
마포구,상암1팀,408. LG CNS앞,1217
강동구,천호1팀,1073.SSTS 몰 앞,1217
은평구,상암3팀,903. 은평뉴타운 아이파크,1218
강동구,천호1팀,1016. 해뜨는 주유소옆 리엔파크 109동앞,1219
은평구,상암3팀,"4663. 불광역3,6호선 버스정류장(동명여고 방면)",1219
성동구,중랑2팀,3553.마장역3번출구,1220
양천구,개화4팀,725. 양강중학교앞 교차로,1221
송파구,천호2팀,1207. 마천중앙시장,1225
은평구,상암2팀,948. 디지털미디어 시티역 4번출구(DMC역),1228
마포구,상암1팀,125. 서강대 남문 옆,1229
강서구,개화3팀,5067. 주원 리젠트 앞,1229
서대문구,상암1팀,198. 충정2교,1230
서대문구,상암2팀,3123.DMC파크뷰자이1단지 110동 앞,1231
송파구,학여울2팀,2631.배명고등학교,1233
영등포구,영남3팀,251. 서울지방병무청 버스정류장,1234
서대문구,상암2팀,3101. 서대문구청,1235
서초구,이수3팀,2266. 서초역 3번출구,1236
중랑구,중랑3팀,1420. 신내어울공원 앞,1237
도봉구,도봉3팀,1752. 창동 주공 4단지 입구 옆,1237
강남구,학여울2팀,2411. 세곡동 성당,1238
용산구,세종로 4팀,850. KCC용산월츠타워,1240
송파구,천호2팀,4860. 가락쌍용2차아파트 103동,1241
영등포구,영남3팀,3203.도림동배드민턴체육관,1242
동대문구,훈련원3팀,676.FITI시험연구원 앞,1243
강북구,도봉4팀,1526. 수유동 채선당앞,1243
노원구,도봉1팀,1659. 중계동 을지중학교,1243
마포구,상암1팀,156. 서울서부지방법원 앞,1245
도봉구,도봉3팀,1722. 창동청소년수련관,1247
관악구,이수2팀,2122. 낙성대로 입구,1248
관악구,이수2팀,3816. 관악 GSfresh,1248
강북구,도봉4팀,1553.예수그리스도후기성도교회 앞,1248
광진구,중랑1팀,3853. 어린이대공원역 2번출구,1249
동작구,영남2팀,2020. 장승배기역2번출구뒷편쪽,1250
강남구,학여울2팀,2408. 강남한양수자인아파트,1250
강서구,개화1팀,2743.동신아파트 104동 앞,1251
강남구,학여울1팀,3651. 개포동역 4번출구,1252
중랑구,중랑3팀,4803. 상봉2동 주민센터 앞,1252
용산구,세종로3팀,810. 이태원지하보도,1252
서초구,이수3팀,2271. 내방역 8번출구 앞,1255
중랑구,중랑3팀,1425. 용마문화복지센터,1255
마포구,상암1팀,4244. 당인리발전소 공원 앞,1258
동작구,영남2팀,2084.e편한세상 상도노빌리티 앞,1259
송파구,학여울2팀,4497. 아시아선수촌아파트 교차로,1259
관악구,영남2팀,2185. 대학동 고시촌,1260
강서구,개화1팀,1159. 서서울모터리움 앞,1261
중구,세종로 4팀,4794. 서울역 서부교차로(3),1263
도봉구,도봉3팀,4074. 도봉구육아종합지원센터(창동),1264
중랑구,중랑3팀,4826. 홈플러스 면목점,1265
중구,훈련원1팀,4793. 동대문역사문화공원역 5번출구,1265
송파구,천호2팀,1271. 송파도서관,1266
동대문구,훈련원3팀,647. 신이문역 1번출구,1267
영등포구,영남3팀,250. 대림아파트 사거리,1269
강서구,개화1팀,3795. 공항신성빌딩 앞,1272
서대문구,상암1팀,3116.신촌역 4번출구,1272
중구,세종로1팀,4797. KG타워 앞,1272
금천구,천왕3팀,1856. 모두의학교,1273
종로구,세종로2팀,328. 탑골공원 앞,1274
중구,세종로2팀,318. 광교사거리 남측,1275
동대문구,훈련원4팀,628. 휘봉고등학교 앞,1275
광진구,중랑1팀,3873. 동서울우편집중국 앞,1276
중랑구,중랑3팀,1468.먹골역 7번 출구,1276
광진구,중랑1팀,3516. 구의아리수정수센터앞,1278
구로구,천왕1팀,1981. 천왕이펜하우스5단지 앞,1278
송파구,학여울2팀,2603. 송파 글마루 도서관,1279
용산구,세종로 4팀,852.청암자이APT(103동),1279
금천구,천왕3팀,1833. 독산역 1번출구 앞 자전거보관소,1280
금천구,천왕3팀,1862.스타즈호텔독산 빌딩 앞,1281
동대문구,훈련원4팀,654. 전농동 텃골공원,1283
종로구,훈련원1팀,3411.종묘,1283
양천구,천왕1팀,743. 현대6차아파트 101동 옆,1284
은평구,상암3팀,982. 녹번초등학교(서오릉로),1284
서초구,이수1팀,2251. 더케이호텔 입구(양재2),1285
마포구,상암1팀,4216. 망원정 앞,1285
동작구,영남2팀,2012. 대림사거리(동작상떼빌아파트),1287
강서구,개화1팀,1178. 개화산역 2번 출구,1288
서대문구,상암1팀,180. 충정로역 7번출구 아래,1288
송파구,학여울2팀,1296. 석촌호수교차로 (송파나루근린공원 앞),1289
강서구,개화2팀,3792. 화곡본동시장 입구,1290
양천구,개화4팀,782.서남병원 후문,1293
강동구,천호1팀,3685. 강동리엔파크14단지(1401동 앞),1293
서대문구,상암2팀,188. 홍은동 정원여중 입구,1294
강서구,개화2팀,2731.명덕고교,1295
양천구,영남1팀,4512. 목동13_14단지 사거리,1296
성동구,중랑2팀,518. 청계천 박물관 앞,1297
영등포구,영남3팀,235. 신길동 우리은행 옆,1297
강동구,천호1팀,1068.명일파출소,1297
동대문구,훈련원3팀,665.이문동 쌍용아파트 정문,1297
은평구,상암2팀,930. 구 서부경찰서 건너편,1299
성북구,훈련원2팀,4406. 장곡초등학교 앞,1299
마포구,상암1팀,3008.DMC역7번출구,1300
동대문구,훈련원3팀,656. 영휘원 교차로,1306
성북구,훈련원2팀,4419. 성북구 한예종 캠퍼스 본관,1306
관악구,이수2팀,3311.서울대입구역 4번 출구,1306
양천구,개화4팀,737. 장수공원,1308
중구,세종로1팀,391. 시립미술관,1309
서대문구,상암2팀,195. 모래내고가차도,1312
양천구,개화4팀,706. 신정네거리역,1313
영등포구,영남3팀,4576.보라매sk뷰 108동 앞,1317
마포구,상암1팀,4208. 스타벅스(동교동) 앞,1319
서초구,이수1팀,2273. 일동제약 사거리,1319
성북구,훈련원2팀,4420. 성북구 한예종 캠퍼스 별관,1321
성동구,중랑2팀,536. 행당역 2번출구 앞,1321
송파구,천호2팀,"2626.경찰병원역 1,2번 출구 사이",1323
송파구,천호2팀,4463. 방이역 2번 출구,1325
서대문구,상암1팀,138. 신촌동 제1공영주차장 앞,1325
강동구,천호1팀,1015. 샛마을 근린공원,1326
도봉구,도봉3팀,1771.성원APT버스정류소,1327
금천구,천왕3팀,3959. 시흥사거리(시흥동 994-3 앞),1328
마포구,상암1팀,150. 서강대역 2번출구 앞,1328
송파구,학여울2팀,4893. 문정법조단지12,1329
송파구,천호2팀,4856. 올림픽공원 서1문 앞,1329
영등포구,영남3팀,260. 여의도 마리나선착장 앞,1329
금천구,천왕2팀,3975.현대시티아울렛 가산,1330
동작구,이수2팀,2095.경문고등학교 앞,1330
금천구,천왕3팀,1869.롯데캐슬골드파크3차 301동 앞,1333
은평구,상암3팀,963. 대호프라자아파트,1335
서초구,이수3팀,2503. 반포1동 서초빌딩 앞,1336
동작구,이수2팀,2082.7호선 이수역7번출구,1337
중랑구,중랑3팀,1430. 중랑구청,1338
관악구,이수2팀,2148. 낙성대역 3번출구 뒤,1338
양천구,개화4팀,750. 연의근린공원 건너편,1339
도봉구,도봉3팀,1748. 피자헛 앞(도봉병원 옆),1339
송파구,천호2팀,4469. 거여동 어울림아파트 102동앞,1340
성북구,훈련원2팀,1346. 길음8골어린이공원 옆,1342
영등포구,영남3팀,3204.도림고가도로 밑,1347
양천구,개화4팀,4507. 신정제일시장,1348
중랑구,중랑3팀,1474.서울중랑우체국,1350
강남구,학여울2팀,2420.학여울역 사거리(LG베스트샵 앞),1350
서초구,이수3팀,2259. 잠원역 3번-4번 출구사이,1352
영등포구,영남3팀,241. 신길우성1차아파트 앞 공원,1352
송파구,천호2팀,1300. 오륜사거리,1352
금천구,천왕3팀,3983. 금천구청역 1번 출구,1353
금천구,천왕3팀,1806. 에이스하이엔드타워9차 앞,1353
강서구,개화2팀,3767. 대원빌딩,1356
동작구,이수2팀,2091. 이수역9번출구,1357
노원구,도봉1팀,1654. 당고개입구 오거리,1358
중랑구,중랑3팀,4837. 양원지구 힐데스하임 앞,1359
광진구,중랑1팀,3505. 신양초교앞 교차로,1359
마포구,상암1팀,3007.MBC 앞,1359
광진구,중랑1팀,552. 대림아크로리버 앞,1360
동대문구,훈련원3팀,601. 용신동주민센터,1361
노원구,도봉1팀,4005. 중계2차 한화꿈에그린 101동 인근,1363
노원구,도봉1팀,4034. 상계근린공원 운동장 앞,1364
동대문구,훈련원4팀,604. 답십리초등학교 옆 공원,1366
중랑구,중랑3팀,4828. 신내동 한살림 중랑지구 앞,1368
양천구,개화4팀,4518. 청기와빌딩,1368
강서구,개화4팀,2712.화곡터널입구교차로,1369
성북구,훈련원2팀,1349. 월계2교 버스정류장 앞,1370
성동구,중랑2팀,3525. 금호스포츠센터앞,1370
광진구,중랑1팀,3523. 건국대학교 과학관(이과대) 앞,1371
광진구,중랑1팀,3529. 어린이대공원정문,1371
동대문구,훈련원3팀,4110. 용두롯데캐슬리치아파트 앞,1371
동대문구,훈련원3팀,666.이문대성유니드아파트 앞,1372
중랑구,중랑3팀,1428. 원묵고등학교,1372
도봉구,도봉3팀,1750. 창포원 남쪽 입구,1372
용산구,세종로 4팀,820. 청파동입구 교차로,1372
영등포구,영남3팀,4590. KRX한국거래소(2),1373
강동구,천호1팀,1060. 천일초교 사거리,1374
은평구,상암3팀,919. 서울혁신파크,1374
노원구,도봉2팀,4039. 서울시 북부여성발전센터,1376
노원구,도봉1팀,4042. 상계문화정보도서관,1379
마포구,상암1팀,122. 신성기사식당 앞,1379
강서구,개화1팀,3753. 공항중학교 버스정류장,1380
양천구,개화4팀,4520. 대성유니드아파트,1381
중랑구,중랑3팀,1465.중랑공영차고지 옆,1382
종로구,훈련원1팀,457. 종로꽃시장 입구 옆,1382
송파구,천호2팀,1253. 오금역 3번 출구 뒤,1382
서초구,이수3팀,2523.뉴코아 킴스클럽 앞,1384
강남구,학여울2팀,2387. 래미안강남힐즈 사거리,1385
강동구,천호1팀,1085.래미안 솔베뉴(고덕로),1387
마포구,상암1팀,4238. 상암한샘빌딩앞,1387
송파구,학여울2팀,4467. 한림연예예술고등학교,1387
금천구,천왕3팀,3956. 대륭테크노타운21차 앞,1388
서초구,이수3팀,2515.서초초등학교 후문,1389
중랑구,중랑3팀,1469.먹골역 4번출구,1389
도봉구,도봉3팀,1746. 다이소방학점 앞,1390
종로구,훈련원1팀,3423.현대그룹(본사),1390
마포구,상암1팀,4211. 시석빌딩 앞,1391
동대문구,훈련원3팀,672.대광고등학교,1392
서초구,이수1팀,2245.양재초등학교 맞은편,1394
서대문구,상암1팀,162. 봉원고가차도 밑,1395
도봉구,도봉3팀,1729. 파리바게트앞,1395
동작구,영남2팀,2066. 양문교회 앞,1396
마포구,상암1팀,129. 신촌역(2호선) 6번출구 옆,1396
강북구,도봉4팀,3707. 드래곤타워 앞,1396
동대문구,훈련원4팀,4123. 배봉초교 교차로,1397
광진구,중랑1팀,3864. 광진소방서 앞,1397
도봉구,도봉3팀,1734. 쌍문현대1차아파트 108동 앞,1398
마포구,상암1팀,401. 상암월드컵파크 10단지 앞,1400
송파구,천호2팀,4857. 올림픽공원 장미광장,1401
금천구,천왕3팀,1846. 롯데캐슬골드파크1차 동문,1401
강서구,개화1팀,3793. 더리브골드타워,1401
강남구,이수3팀,2302. 교보타워 버스정류장(신논현역 3번출구 후면),1404
서초구,이수3팀,2528.함지박 사거리,1405
강남구,학여울1팀,3628. 역삼1동 주민센터,1407
구로구,천왕1팀,1930. 개봉지구대 개봉치안센터,1407
구로구,천왕1팀,1965. 삼환로즈빌아파트 105동 옆,1408
강서구,개화3팀,3763. 등촌태영아파트,1409
금천구,천왕3팀,3984. 가산롯데아이티캐슬,1410
용산구,세종로 4팀,806. 전자랜드 본관 앞,1411
영등포구,영남3팀,4569. 힐스테이트클래시안아파트,1413
관악구,영남2팀,2156. 신림푸르지오아파트,1414
중구,세종로2팀,321. KEB 하나금융그룹 명동사옥 옆,1415
강남구,이수3팀,2327. 뱅뱅사거리 랜드마크타워 앞,1416
노원구,도봉2팀,2914.서울과학기술대학교(미래관),1417
강남구,이수1팀,2333. 양재역 3번출구 주변,1419
관악구,이수2팀,2116. 에이스에이존빌딩,1420
강남구,학여울1팀,2365. K+ 타워 앞,1421
강서구,개화2팀,"5056. 마곡역4,5번출구",1424
양천구,개화4팀,740. 으뜸공원,1426
노원구,도봉2팀,1671. 인덕대학교,1427
은평구,상암3팀,904. 은평뉴타운 푸르지오,1429
중랑구,중랑3팀,1454. 한국전력공사(동대문 중랑지사),1430
종로구,훈련원1팀,455. 종로6가역 버스정류장(동대문 방향),1430
강남구,학여울2팀,2412. 일원1동 주민센터,1431
중구,훈련원1팀,389. 을지로4가역 1번출구,1432
성동구,중랑2팀,3545.한양대역 1번출구,1433
송파구,학여울2팀,1247. 문정 법조단지11,1434
마포구,상암1팀,155. 가좌역1 번출구 앞,1434
도봉구,도봉3팀,1754. 창동시장입구 사거리,1435
강남구,학여울1팀,2308. 압구정파출소 앞,1436
도봉구,도봉3팀,1715. 서울특별시교육청도봉도서관,1439
종로구,훈련원1팀,338. 세운스퀘어 앞,1439
강북구,도봉4팀,1527. 미아역 1번 출구 뒤,1439
용산구,세종로3팀,864.순천향대학병원(한남오거리),1445
강남구,학여울1팀,2418.봉은사역 7번 출구,1445
강서구,개화3팀,1171. 염창동 새마을금고 건너편,1447
광진구,중랑1팀,515. 광양중학교 앞,1450
서초구,이수3팀,2504. 신사역 4번출구 뒤,1450
종로구,세종로1팀,307. 서울역사박물관 앞,1453
종로구,세종로2팀,335. 종로3가역 15번출구 앞,1454
중랑구,중랑3팀,4825. 신내동 벽산아파트 후문 앞,1456
성북구,훈련원2팀,1339. 삼성전자서비스 성북센터,1457
강동구,천호1팀,1003. 해공도서관앞,1457
중랑구,중랑3팀,4823. 방정환교육지원센터 옆,1460
도봉구,도봉3팀,1716. 하나로마트 창동점,1461
종로구,세종로2팀,354. 포르투갈 대사관 앞,1461
금천구,천왕3팀,1805. 서울디지털운동장 앞,1462
종로구,훈련원1팀,358. 성대입구 사거리,1463
서초구,이수3팀,2529.우리은행 방배동지점 앞,1463
노원구,도봉1팀,4032. 은행사거리 성모빌딩 앞,1464
양천구,개화3팀,775.세종그랑시아 앞(102동),1468
강남구,학여울1팀,2315. 봉은사역 5번출구 옆,1469
동작구,이수2팀,2037. 동작역 5번출구 동작주차공원,1469
영등포구,영남3팀,4558. 대영중고 후문,1469
동대문구,훈련원3팀,640. 청량리역 2번출구,1470
서초구,이수3팀,2524.반포쇼핑타운 8동 앞,1470
강남구,학여울2팀,2375. 수서역 1번출구 앞,1475
관악구,영남2팀,3803. 남서울중학교,1475
금천구,천왕3팀,1814. 두산위브아파트 옆 상가건물 앞,1475
노원구,도봉1팀,1651. 상계동 우방유쉘아파트 앞,1476
성북구,훈련원2팀,1395.래미안장위포레카운티(102동),1476
강남구,학여울1팀,2415.한티역 롯데백화점 앞,1479
중구,훈련원1팀,475.DDP 패션몰,1480
성동구,중랑2팀,4362. 행당중학교 후문,1484
동대문구,훈련원4팀,4105. 서울교통공사사거리 교통섬,1485
영등포구,영남1팀,4552. 코레일유통본사,1486
노원구,도봉1팀,1666. 노원소방서인근,1488
송파구,천호2팀,2652.송파 레미니스1단지 102동 앞,1490
서대문구,상암2팀,3131.연가교 교차로,1490
노원구,도봉2팀,2902.공릉풍림아파트 108동,1495
양천구,천왕1팀,4528. 양천구청역 1번출구,1495
강남구,학여울1팀,2429.압구정로데오역 6번출구,1498
마포구,상암1팀,185. 마포 신수공원 앞,1501
강북구,도봉4팀,1548. 북서울 꿈의숲 서문,1503
중구,세종로 4팀,379. 서울역9번출구,1503
종로구,세종로1팀,394. 경희궁 자이 3단지,1507
구로구,천왕2팀,1961. 신도림테크노근린공원,1508
영등포구,영남1팀,4600. 영등포구 총괄 우체국,1509
양천구,영남1팀,762. 오목로 무중력지대 앞,1510
중구,세종로2팀,472.삼일교(시그니쳐 타워),1510
동작구,이수2팀,2086.삼일수영장 앞,1510
도봉구,도봉3팀,1743.창동19단지아파트 관리사무소앞,1511
중랑구,중랑3팀,1464.중화역 4번출구,1512
양천구,개화4팀,4537. 서울남부지방검찰청 후문,1513
은평구,상암3팀,932. 예일여중,1519
강남구,이수3팀,2362. 신사동 가로수길 입구,1520
종로구,훈련원1팀,356. KT혜화지사 앞,1520
강남구,학여울1팀,2369. KT선릉타워,1522
영등포구,영남3팀,281. 신동아아파트 앞,1522
강남구,학여울1팀,3614. 은마아파트 입구 사거리,1523
구로구,천왕2팀,2823.중앙유통단지 앞,1526
강서구,개화2팀,5073. 우장산역 헤링턴타워 앞,1527
노원구,도봉1팀,2920.상계중학교(당현2교사거리),1527
강남구,학여울1팀,2372. 대치역 사거리,1528
동작구,이수2팀,2034. 사당역 7번출구쪽,1530
서초구,이수1팀,2274. 양재시민의숲역 3번출구,1532
관악구,영남2팀,3812. KT관악지점,1533
은평구,상암2팀,4659. 신진과학기술고등학교 버스정류장(응암시장 방면),1535
구로구,천왕1팀,1928. 고척스카이돔구장 광장,1535
구로구,천왕2팀,1994. 삼성전자 물류센터 앞,1537
관악구,이수2팀,3815. 광일빌딩,1537
도봉구,도봉3팀,4062. 평화도봉공원 주변,1538
성동구,중랑2팀,4367. kt 행당빌딩 앞,1538
영등포구,영남3팀,5851. 도림천 건널목 위,1539
중구,세종로 4팀,485.서울역5번출구,1539
관악구,영남2팀,2195.은천교회,1541
마포구,상암1팀,403. 부엉이공원 앞,1543
강서구,개화3팀,2703.서울도시가스 앞,1545
강남구,학여울1팀,2317. 삼성도로공원,1546
강서구,개화3팀,1136. 등촌2파출소,1547
성북구,훈련원2팀,1394.길음뉴타운 래미안9단지,1548
용산구,세종로 4팀,800. 목월공원 앞,1548
마포구,상암1팀,4214. JTBC 앞,1548
서초구,이수3팀,2277. 길마중4교 하부,1549
서초구,이수3팀,2531.멤피스아파트 앞,1551
마포구,상암1팀,437. 대흥역 1번출구,1551
종로구,세종로1팀,395. 경희궁 자이 2단지,1553
동작구,영남2팀,2009. 보라매역 8번출구,1557
노원구,도봉1팀,4014. 당고개역 3번 출구,1559
강남구,학여울1팀,2413.도곡역 1번 출구,1560
강서구,개화2팀,5059. 화곡2동주민센터,1561
은평구,상암2팀,4677. 백련산 SK뷰 아이파크 해모로 아파트 앞,1563
강북구,도봉4팀,1557.신창교,1563
용산구,세종로 4팀,828. 숙대입구역 8번,1564
양천구,개화3팀,752. 성원2차 아파트,1564
송파구,천호2팀,4895. 위례포레샤인15단지 상가,1566
중랑구,중랑3팀,1429. 장안중학교,1568
강서구,개화1팀,1165. 마곡중학교 후문,1568
서초구,이수3팀,2214. 신반포역 2번출구 앞,1569
강동구,천호1팀,3689. 강일역 3번출구,1570
강북구,도봉4팀,1540. 가오리역,1571
도봉구,도봉3팀,1733. 방학사거리 (봄마당 앞),1571
구로구,천왕2팀,1960. 구로거리공원 동측(신도림역 방면),1576
도봉구,도봉3팀,4078. 원당공원 앞,1578
성북구,훈련원2팀,1368. 성신여대입구 교차로,1580
강남구,학여울2팀,2423.영희초교 사거리(래미안개포루체하임),1583
종로구,세종로2팀,353. 재동초교 앞 삼거리,1584
은평구,상암2팀,4674. 녹번역e편한세상 캐슬 정문 앞,1585
강서구,개화3팀,5065. 허준박물관삼거리,1587
영등포구,영남3팀,223. 진주아파트상가 앞,1588
동대문구,훈련원4팀,610. 동대문중 교차로,1590
강남구,학여울1팀,2324. 천주교 대치 2동 교회 옆,1591
광진구,중랑1팀,3886.광진구 민방위교육센터,1591
송파구,천호2팀,4478. 문정근린공원2,1591
송파구,학여울2팀,1233. 잠실3거리(갤러리아팰리스),1593
종로구,훈련원1팀,456. 숭인2동 주민센터 입구,1593
구로구,천왕1팀,1941. 오류동역 2번출구,1593
강서구,개화1팀,1109. 공항시장역 4번출구,1593
노원구,도봉1팀,1620. 중계동 노원구민체육센터 옆(중1-2),1593
노원구,도봉2팀,4023. 월계역 1번 출구,1595
종로구,세종로2팀,464. 삼청동 골목,1595
은평구,상암3팀,949. 연신내역 1번 출구,1596
강동구,천호1팀,1080.엘웨딩,1600
종로구,세종로2팀,454. 종로2가 버스정류장 (종각방향),1603
동대문구,훈련원4팀,617. 청솔우성아파트 앞,1603
서초구,이수1팀,2276. 영동1교 (양재천근린공원),1604
마포구,상암1팀,4226. 마포프레스티지자이 1,1604
강북구,도봉4팀,1564.4.19민주묘지역 1번출구,1605
노원구,도봉2팀,4048. 신도1차아파트앞,1606
용산구,세종로 4팀,836. 현대자동차서비스 앞,1606
양천구,개화3팀,4526. 목동아파트2단지 222동 앞,1607
노원구,도봉2팀,1642. 서울여대 남문,1607
강북구,도봉4팀,1560. 도봉세무서 앞,1609
용산구,세종로3팀,4620. 삼각지역 14번 출구 앞(교통섬),1609
강북구,도봉4팀,1520. 성실교회,1610
강남구,학여울1팀,4901.KT&G타워 옆(상상마당 대치아트홀),1613
성동구,중랑2팀,562. 군자지하보도 앞,1615
관악구,영남2팀,3818. 은천교회 앞,1615
영등포구,영남3팀,289. 대림3동사거리,1616
영등포구,영남3팀,256. 동아에코빌입구,1616
중랑구,중랑3팀,1408. 먹골역 6번출구 앞,1617
종로구,세종로2팀,4708. 조계사앞사거리,1618
중랑구,중랑3팀,4824. 상봉신협 앞,1618
서초구,이수1팀,2202.청계산입구역 1번출구,1620
관악구,영남2팀,2191.대학동주민센터,1620
동대문구,훈련원3팀,673.안암골벽산아파트(후문),1620
중구,훈련원1팀,346. 맥스타일 앞,1621
종로구,훈련원1팀,355. 서울사대부속초교 앞,1621
강남구,이수3팀,2303. 논현역 10번출구,1624
