대여소 그룹,팀명,대여소 명,대여 건수
광진구,중랑1팀,3500. 군자역2번출구,4301
강서구,개화2팀,1182. KBS 스포츠월드,4319
강서구,개화3팀,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),4322
강서구,개화1팀,2719.마곡문화공원,4322
송파구,학여울2팀,1231. 잠실역 6번출구,4322
광진구,중랑1팀,505. 자양사거리 광진아크로텔 앞,4323
양천구,영남1팀,797.목동아파트 1422동 1434동 사잇길,4330
관악구,영남2팀,2107. 도림천 신화교,4351
영등포구,영남1팀,4561. 양평역 1번출구,4353
동대문구,훈련원4팀,668.서울축산농협(장안지점),4359
노원구,도봉2팀,1610. 화랑대역 2번출구 앞,4365
강북구,도봉4팀,1569.수유역2번출구,4365
강서구,개화2팀,1184. 마곡13단지,4373
광진구,중랑1팀,549. 아차산역 3번출구,4375
송파구,학여울2팀,2641.송파역 4번출구,4381
송파구,학여울2팀,2646.레이크펠리스101동앞,4386
광진구,중랑1팀,3575. 자양사거리(서원빌딩),4387
중랑구,중랑3팀,1451. 중랑세무서,4391
은평구,상암2팀,996.응암역2번출구 국민은행 앞,4399
강동구,천호1팀,3681. 길동 마루빌딩,4400
마포구,상암1팀,4233. 코오롱아파트사거리,4410
동대문구,훈련원3팀,670.삼육서울병원 버스정류장,4423
광진구,중랑1팀,3501. 광진구청 앞,4436
송파구,천호2팀,1209. 잠실나루역 (2번 출구 쪽),4445
송파구,학여울2팀,1293. 석촌호수 서호 사거리,4452
노원구,도봉2팀,1650. 중계근린공원내,4463
동대문구,훈련원3팀,677.청량리역 4번 5번출구 사이,4463
송파구,천호2팀,4865. 한성백제역 1번출구 뒤,4464
도봉구,도봉3팀,1721. 창동역 2번출구,4477
강서구,개화3팀,3789. 염창나들목,4492
양천구,영남1팀,764. 목동청소년수련관,4501
구로구,천왕2팀,2824.미래사랑어린이공원 앞,4503
광진구,중랑1팀,3509. 세종사이버대학교,4507
양천구,천왕1팀,787.양천아파트 입구,4511
영등포구,영남1팀,283. 아크로타워 스퀘어(영등포시장),4523
양천구,개화3팀,726. 목동3단지 시내버스정류장,4531
강서구,개화3팀,1122. 황금내근린공원,4536
강서구,개화2팀,2739.수명산파크1단지교차로,4539
광진구,중랑1팀,592. 건국대학교 학생회관,4541
은평구,상암3팀,906. 연신내역 5번출구,4552
영등포구,영남1팀,240. 문래역 4번출구 앞,4565
강서구,개화1팀,2744.강서세무서 앞,4569
강남구,학여울2팀,2377. 수서역 5번출구,4569
은평구,상암3팀,931. 역촌파출소,4572
강서구,개화3팀,1157. 강서구청,4574
관악구,영남2팀,2135. 신림역 5번출구,4578
송파구,천호2팀,1218. 방이역 4번출구,4578
관악구,영남2팀,2109. 은천로입구 가로공원,4585
노원구,도봉2팀,4029. 청소년수련관 후문,4604
노원구,도봉2팀,2915.서울과학기술대학교(어학교육원),4605
영등포구,영남3팀,249. 여의도중학교 옆,4606
동작구,영남2팀,2050. 노량진역 5번출구,4609
마포구,상암1팀,144. 공덕역 8번출구,4624
노원구,도봉2팀,4027. 한내 행복발전소 옆,4633
금천구,천왕2팀,1867.대륭포스트타워6차 앞,4636
송파구,천호2팀,2610. 송리단길,4660
강서구,개화3팀,1173. 강서구청사거리(SH타워),4669
강남구,이수3팀,2301. 현대고등학교 건너편,4669
양천구,개화4팀,734. 신트리공원 입구,4686
노원구,도봉2팀,4046. 경춘선 숲길,4698
송파구,학여울2팀,2639.석촌역 8번출구,4698
강서구,개화2팀,2733.마곡13단지 정문 앞,4699
강서구,개화1팀,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",4699
광진구,중랑1팀,3571.화양 APT(횡단보도 옆),4730
강서구,개화3팀,2708.강서한강자이타워 앞,4743
종로구,세종로1팀,458. 광화문역 5번출구,4750
광진구,중랑1팀,3570.구의역 리버비스타 오피스텔,4752
영등포구,영남1팀,263. 근로자회관 사거리,4763
마포구,상암1팀,146. 마포역 2번출구 뒤,4767
마포구,상암1팀,103. 망원역 2번출구 앞,4771
송파구,천호2팀,1251. 석촌역 2번출구,4776
마포구,상암1팀,3002.벽산상암스마트큐브,4786
마포구,상암1팀,418. 월드컵경기장역 3번출구 옆,4796
송파구,천호2팀,1268. 몽촌토성역 1번출구 옆,4808
영등포구,영남1팀,293. 충북 미래관,4809
종로구,훈련원1팀,361. 동묘앞역 1번출구 뒤,4815
강동구,천호1팀,1019. 다성이즈빌아파트(호원대 대각선 맞은편),4844
성동구,중랑2팀,3559.성동구민종합체육센터 앞,4883
강서구,개화3팀,2704.홈플러스(강서점),4888
강동구,천호1팀,1020. 강동경찰서,4927
강동구,천호1팀,1090.상일동역 2번출구 앞,4936
동대문구,훈련원3팀,634. 외국어대 정문 앞,4948
용산구,세종로3팀,825. 서빙고동 주민센터 앞,4970
구로구,천왕2팀,1955. 디지털입구 교차로,4978
성북구,훈련원2팀,1355. 보문2교,5000
마포구,상암1팀,147. 마포역 4번출구 뒤,5004
양천구,개화3팀,746. 목동2단지 상가,5012
노원구,도봉2팀,1608. 공릉역 1번 출구 앞,5026
강서구,개화1팀,2720.힐스테이트에코,5027
중구,훈련원1팀,431. 청계천 영도교,5035
노원구,도봉1팀,1674. 서울북부고용센터앞,5040
강서구,개화1팀,1106. 신방화사거리,5049
중구,훈련원1팀,383. 신당역 12번 출구 뒤,5052
노원구,도봉2팀,1643. 태릉입구역 8번출구,5065
강서구,개화1팀,1195. 코오롱One&Only타워,5075
강서구,개화3팀,3780. 등촌서광아파트,5083
노원구,도봉2팀,2919.등나무 근린공원(시립북서울미술관 앞),5089
동대문구,훈련원4팀,641. 용두역 4번출구,5115
영등포구,영남3팀,259. 대방역6번출구,5130
송파구,학여울2팀,2613. 잠실나들목,5196
구로구,천왕2팀,1985. 구로도서관,5201
서대문구,상암2팀,117. 홍은사거리,5211
노원구,도봉2팀,1684. 태릉입구역 5번출구,5211
송파구,천호2팀,4457. 아산병원 기숙사 부근,5218
마포구,상암1팀,186. 월드컵공원,5255
강서구,개화2팀,1167. 마곡수명산파크3단지 교차로,5258
광진구,중랑1팀,3534. 건대입구역 5번출구 뒤,5260
송파구,천호2팀,2621. 한성백제역 2번 출구,5319
동작구,이수2팀,2025. 흑석역 1번출구,5331
영등포구,영남1팀,4571. 문래동롯데캐슬아파트,5387
광진구,중랑1팀,3541. 커먼그라운드,5389
동대문구,훈련원4팀,631. 답십리역 1번출구,5456
강서구,개화3팀,1117. 등촌5단지아파트 버스정류장,5502
강서구,개화1팀,2721.등촌1-10단지 교차로,5540
마포구,상암1팀,102. 망원역 1번출구 앞,5553
양천구,영남1팀,708. 서울출입국관리사무소 앞,5557
성동구,중랑2팀,585. 성수2가1동 공영주차장 인근,5570
강서구,개화1팀,1149. 신방화역환승주차장,5573
송파구,천호1팀,1264. 천호역 10번 출구 앞,5574
강서구,개화2팀,5052. 마곡역 7번출구,5599
강동구,천호1팀,1008. 암사역 3번출구(국민은행앞),5616
성동구,중랑2팀,509. 이마트 버스정류소 옆,5644
강동구,천호1팀,1050. 둔촌역 3번 출입구,5685
강서구,개화2팀,1152. 마곡역교차로,5700
성동구,중랑2팀,3515. 서울숲 관리사무소,5787
강서구,개화1팀,1166. 강서구립등빛도서관,5821
노원구,도봉2팀,1611. 과기대 입구(우),5841
광진구,중랑1팀,3518. 군자역 7번출구뒤,5865
강서구,개화2팀,1125. 명덕고교입구(영종빌딩),5894
용산구,세종로3팀,870.노들섬 서측 앞,5928
강서구,개화1팀,1112. 마곡엠밸리4단지 정문,5941
마포구,상암1팀,106. 합정역 7번출구 앞,5999
영등포구,영남1팀,228. 선유도역 3번출구 앞,6029
강동구,천호1팀,1044. 굽은다리역,6040
동대문구,훈련원4팀,602. 장안동 사거리,6055
강서구,개화1팀,2717.LG유플러스 마곡사옥,6072
강서구,개화1팀,1193. 마곡센트럴타워 1차,6103
영등포구,영남1팀,262. 영문초등학교 사거리,6120
양천구,영남1팀,703. 오목교역 7번출구 앞,6139
서초구,이수3팀,2525.반포쇼핑타운 2동 앞,6146
노원구,도봉1팀,1625. 상계역(4번출구),6188
구로구,천왕2팀,3904. 테크노마트 앞,6195
구로구,천왕1팀,1925. 동양미래대학교 정문 옆,6290
노원구,도봉1팀,1653. 노원역1번출구,6328
마포구,상암1팀,3010.홍대입구역 3번출구,6338
양천구,영남1팀,769.CBS방송국 앞,6424
성동구,중랑2팀,567. 성수역 2번출구 앞,6428
송파구,학여울2팀,1222. 잠실새내역 5번 출구 뒤,6448
양천구,영남1팀,792.목동트라팰리스 웨스턴에비뉴,6469
양천구,개화4팀,"785.양천구청, 보건소 사잇길",6491
노원구,도봉2팀,1601. 석계역 문화광장 내 자전거 보관소,6509
용산구,세종로3팀,853.용산역 맞은편,6535
영등포구,영남1팀,4565. 영등포 신세계백화점,6537
광진구,중랑1팀,3569.건대병원후문,6629
강서구,개화2팀,3798. 그랜드아이파크아파트 앞,6644
성동구,중랑2팀,589. 성수역3번출구,6666
송파구,천호2팀,1211. 방이삼거리,6710
동대문구,훈련원4팀,646. 장한평역 1번출구,6778
영등포구,영남3팀,202. 국민일보 앞,6808
은평구,상암2팀,907. CJ 드림시티,6831
성동구,중랑2팀,3600.사근빗물펌프장 건너편,6858
동작구,영남2팀,2002. 노들역 1번출구,6939
서초구,이수3팀,2262. 한신16차아파트 119동 앞,7004
노원구,도봉1팀,1637. KT 전화국 버스정류장 옆,7059
관악구,영남2팀,2183. 동방1교,7131
송파구,천호2팀,4870. 몽촌토성역 3번 출구,7170
강동구,천호1팀,1009. 천호역4번출구(현대백화점),7223
송파구,천호2팀,1295. 잠실역 8번출구,7232
성동구,중랑2팀,3511. 응봉역 1번출구,7411
성북구,훈련원2팀,1308. 안암로터리 버스정류장 앞,7524
마포구,상암1팀,113. 홍대입구역 2번출구 앞,7646
강서구,개화1팀,1160. 양천향교역 7번출구앞,7753
서초구,이수3팀,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",7800
관악구,영남2팀,2173. 당곡사거리,7818
송파구,천호2팀,2620. 송파나루역 4번 출구옆,7976
영등포구,영남3팀,274. 영등포역지하쇼핑센타 5번출구,8005
양천구,영남1팀,765. 오목교역 3번출구,8134
강서구,개화2팀,1124. 발산역 6번 출구 뒤,8307
송파구,천호2팀,2608. 송파구청,8397
영등포구,영남1팀,230. 영등포구청역 1번출구,8539
성동구,중랑2팀,565. 옥수역 3번출구,8612
구로구,천왕2팀,1906. 신도림역 1번 출구 앞,9294
강서구,개화3팀,1158. 가양역 8번출구,9675
양천구,영남1팀,770.목동역5번출구 교통정보센터 앞,9824
영등포구,영남1팀,247. 당산역 10번출구 앞,10239
광진구,중랑1팀,3533. 건대입구역 사거리(롯데백화점),10312
강서구,개화1팀,2728.마곡나루역 3번 출구,10516
강서구,개화1팀,"1153. 발산역 1번, 9번 인근 대여소",10763
영등포구,영남1팀,272. 당산육갑문,10836
강서구,개화1팀,2701. 마곡나루역 5번출구 뒤편,10921
송파구,천호2팀,2622. 올림픽공원역 3번출구,11440
영등포구,영남3팀,210. IFC몰,11576
구로구,천왕2팀,1911. 구로디지털단지역 앞,11772
관악구,영남2팀,2177. 신대방역 2번 출구,11991
송파구,천호2팀,1210. 롯데월드타워(잠실역2번출구 쪽),14669
관악구,영남2팀,2102. 봉림교 교통섬,14878
강서구,개화1팀,2715.마곡나루역 2번 출구,17929
마포구,상암1팀,4217. 한강공원 망원나들목,21051
영등포구,영남3팀,207. 여의나루역 1번출구 앞,21533
광진구,중랑1팀,502. 뚝섬유원지역 1번출구 앞,22589
